STEP,EMBED_DIM,WINDOW,MEAN_TIME,ALPHA,ALPHA_STD,RFDT,RFDT_STD,T,T_STD,S,S_STD,B,B_STD,L2
20,80,400,3.307,2.007,0.179,1.006,0.007,1.588,0.01,1.05,0.008,1.607,0.01,3.652
