STEP,EMBED_DIM,WINDOW,MEAN_TIME,ALPHA,ALPHA_STD,RFDT,RFDT_STD,T,T_STD,S,S_STD,B,B_STD,L2
20,80,400,3.326,1.986,0.179,1.012,0.023,1.036,0.047,0.984,0.042,0.994,0.051,2.773
