ATIVO,BEST_STEP,BEST_EMBED_DIM,ALPHA_H1,RATIO_H1,BETA_T_H1,BETA_S_H1,L2_H1,ALPHA_M5,RATIO_M5,BETA_T_M5,BETA_S_M5,L2_M5
PETR4,20,80,1.986 ± 0.179,1.012 ± 0.023,1.036 ± 0.047,0.984 ± 0.042,2.773,2.007 ± 0.179,1.006 ± 0.007,1.588 ± 0.010,1.050 ± 0.008,3.652
